tag_node,vehicle_type,fuel_type,garage_state,region,ownership,fsr_node,exp_node,lob_node
TAG-914,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-400,LOB-5
TAG-2896,Ld Minivan 4X2 (Cargo),Gasoline,ND,GL,leased,FSR-16,ORG-158,LOB-5
TAG-3407,Ld Minivan 4X2 (Cargo),Gasoline,ND,GL,leased,FSR-16,ORG-158,LOB-5
TAG-38,Ld Suv 4X2,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-564,LOB-2
TAG-4337,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-578,LOB-5
TAG-1422,Ld Suv 4X2,Gasoline,MN,GL,leased,FSR-18,ORG-432,LOB-2
TAG-566,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-445,LOB-5
TAG-1647,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-15,LOB-2
TAG-865,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-314,LOB-2
TAG-3229,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-314,LOB-2
TAG-2236,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-205,LOB-7
TAG-2710,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-578,LOB-5
TAG-1487,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-545,LOB-5
TAG-797,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-545,LOB-5
TAG-3776,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-37,ORG-554,LOB-5
TAG-3757,Ld Suv 4X2,Ethanol / Unleaded Gasoline,ND,GL,leased,FSR-18,ORG-33,LOB-1
TAG-403,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-586,LOB-5
TAG-2029,Ld Suv 4X2,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-564,LOB-2
TAG-536,Ld Suv 4X2,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-564,LOB-2
TAG-4483,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-136,LOB-5
TAG-3836,Ld Suv 4X2,Ethanol / Unleaded Gasoline,SD,GL,leased,FSR-99,ORG-302,LOB-2
TAG-3604,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MN,GL,leased,FSR-18,ORG-434,LOB-5
TAG-1300,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-611,LOB-5
TAG-3876,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,SD,GL,leased,FSR-99,ORG-302,LOB-2
TAG-266,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-400,LOB-5
TAG-3461,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,TX,GL,leased,FSR-53,ORG-89,LOB-2
TAG-3448,Ld Suv 4X2,Gasoline,IL,GL,leased,FSR-27,ORG-140,LOB-5
TAG-231,Ld Suv 4X2,Gasoline,IL,GL,leased,FSR-27,ORG-1,LOB-5
TAG-1288,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-51,ORG-224,LOB-2
TAG-2534,Ld Suv 4X2,Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-552,LOB-5
TAG-581,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-278,LOB-5
TAG-1775,Ld Minivan 4X2 (Passenger),Gasoline,IN,GL,leased,FSR-81,ORG-278,LOB-5
TAG-619,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-530,LOB-5
TAG-881,Ld Suv 4X2,Gasoline,IL,GL,leased,FSR-27,ORG-334,LOB-1
TAG-323,Ld Suv 4X2,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-314,LOB-2
TAG-4122,Ld Suv 4X2,Gasoline,IL,GL,leased,FSR-2,ORG-125,LOB-2
TAG-2712,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-615,LOB-5
TAG-3767,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-578,LOB-5
TAG-533,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-578,LOB-5
TAG-2218,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,ND,GL,leased,FSR-18,ORG-79,LOB-5
TAG-4164,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-136,LOB-5
TAG-3949,Ld Suv 4X2,Gasoline,CA,GL,leased,FSR-72,ORG-89,LOB-2
TAG-1248,Ld Suv 4X2,Gasoline,CA,GL,leased,FSR-72,ORG-89,LOB-2
TAG-1190,Ld Minivan 4X2 (Cargo),Gasoline,OH,GL,leased,FSR-48,ORG-513,LOB-5
TAG-2653,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-307,LOB-2
TAG-3318,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,SD,GL,leased,FSR-99,ORG-507,LOB-5
TAG-4113,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-37,ORG-415,LOB-2
TAG-2289,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-37,ORG-415,LOB-2
TAG-3688,Ld Suv 4X2,Gasoline,IL,GL,leased,FSR-2,ORG-611,LOB-5
TAG-388,Ld Suv 4X2,Gasoline,ND,GL,leased,FSR-18,ORG-33,LOB-1
TAG-2723,Ld Suv 4X2,Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-597,LOB-5
TAG-1514,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-445,LOB-5
TAG-603,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-260,LOB-2
TAG-3278,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-311,LOB-5
TAG-520,Ld Suv 4X2,Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-552,LOB-5
TAG-2500,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MN,GL,leased,FSR-18,ORG-74,LOB-5
TAG-1025,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-620,LOB-5
TAG-1751,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-545,LOB-5
TAG-3774,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-545,LOB-5
TAG-2454,Ld Suv 4X2,Gasoline,IL,GL,leased,FSR-27,ORG-70,LOB-2
TAG-4418,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-70,LOB-2
TAG-1601,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-620,LOB-5
TAG-905,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-172,LOB-5
TAG-179,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-578,LOB-5
TAG-1992,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-205,LOB-7
TAG-854,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-541,LOB-5
TAG-1373,Ld Van 4X2 (Cargo),Gasoline,OH,GL,leased,FSR-12,ORG-603,LOB-5
TAG-3574,Ld Pickup 4X2,Gasoline,MI,GL,leased,FSR-98,ORG-552,LOB-5
TAG-645,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-624,LOB-5
TAG-313,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-624,LOB-5
TAG-1967,Ld Suv 4X2,Gasoline Hybrid Electric,IL,GL,leased,FSR-27,ORG-445,LOB-5
TAG-3703,Ld Pickup 4X2,Gasoline,IL,GL,leased,FSR-27,ORG-93,LOB-5
TAG-725,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-445,LOB-5
TAG-435,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-586,LOB-5
TAG-4055,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-642,LOB-5
TAG-2378,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-586,LOB-5
TAG-1226,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-541,LOB-5
TAG-2562,Ld Van 4X2 (Cargo),Gasoline,IN,GL,leased,FSR-81,ORG-17,LOB-5
TAG-2352,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,GL,leased,FSR-12,ORG-320,LOB-5
TAG-1528,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-107,LOB-5
TAG-4321,Md Van (Cargo),Gasoline,MI,GL,leased,FSR-37,ORG-554,LOB-5
TAG-3453,Md Van (Cargo),Gasoline,MI,GL,leased,FSR-98,ORG-232,LOB-5
TAG-2572,Md Van (Cargo),Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-17,LOB-5
TAG-1613,Md Van (Cargo),Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-545,LOB-5
TAG-2795,Md Van (Cargo),Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-620,LOB-5
TAG-2469,Md Van (Cargo),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-232,LOB-5
TAG-579,Md Van (Cargo),Gasoline,IL,GL,leased,FSR-27,ORG-140,LOB-5
TAG-1409,Md Van (Cargo),Gasoline,MI,GL,leased,FSR-37,ORG-554,LOB-5
TAG-3460,Md Van (Cargo),Diesel,MI,GL,leased,FSR-98,ORG-552,LOB-5
TAG-2657,Md Van (Cargo),Gasoline,IL,GL,leased,FSR-27,ORG-642,LOB-5
TAG-761,Md Van (Cargo),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-624,LOB-5
TAG-4010,Md Van (Cargo),Ethanol / Unleaded Gasoline,ND,GL,leased,FSR-16,ORG-645,LOB-5
TAG-2725,Md Van (Cargo),Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-513,LOB-5
TAG-2158,Md Van (Cargo),Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-513,LOB-5
TAG-1763,Md Van (Cargo),Gasoline,OH,GL,leased,FSR-48,ORG-513,LOB-5
TAG-1894,Md Van (Cargo),Gasoline,OH,GL,leased,FSR-48,ORG-513,LOB-5
TAG-384,Md Van (Cargo),Diesel,OH,GL,leased,FSR-48,ORG-513,LOB-5
TAG-1277,Md Van (Cargo),Diesel,OH,GL,leased,FSR-48,ORG-513,LOB-5
TAG-56,Ld Suv 4X4,Gasoline,ND,GL,leased,FSR-16,ORG-636,LOB-2
TAG-2047,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-232,LOB-5
TAG-22,Ld Suv 4X4,Ethanol / Unleaded Gasoline,SD,GL,leased,FSR-99,ORG-536,LOB-5
TAG-3644,Ld Suv 4X4,Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-51,ORG-510,LOB-5
TAG-3106,Ld Pickup 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-406,LOB-5
TAG-1722,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-611,LOB-5
TAG-1382,Ld Suv 4X4,Gasoline,OH,GL,leased,FSR-48,ORG-513,LOB-5
TAG-2874,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-37,ORG-415,LOB-2
TAG-377,Ld Suv 4X4,Gasoline,WI,GL,leased,FSR-68,ORG-136,LOB-5
TAG-3293,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-232,LOB-5
TAG-680,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-12,ORG-205,LOB-7
TAG-2232,Ld Suv 4X4,Gasoline,TX,GL,leased,FSR-12,ORG-397,LOB-5
TAG-2290,Ld Suv 4X4,Gasoline,SD,GL,leased,FSR-99,ORG-507,LOB-5
TAG-4222,Ld Suv 4X4,Gasoline,SD,GL,leased,FSR-99,ORG-536,LOB-5
TAG-2774,Ld Pickup 4X4,Gasoline,MN,GL,leased,FSR-18,ORG-50,LOB-5
TAG-551,Ld Suv 4X4,Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-51,ORG-510,LOB-5
TAG-3660,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MA,GL,leased,FSR-12,ORG-205,LOB-7
TAG-1167,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-311,LOB-5
TAG-2671,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-194,LOB-5
TAG-334,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-140,LOB-5
TAG-3771,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-603,LOB-5
TAG-91,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-603,LOB-5
TAG-4238,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-552,LOB-5
TAG-2787,Ld Suv 4X4,Gasoline,MO,GL,leased,FSR-18,ORG-499,LOB-7
TAG-4400,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-563,LOB-5
TAG-4204,Ld Pickup 4X4,Gasoline,MN,GL,leased,FSR-18,ORG-79,LOB-5
TAG-4273,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-513,LOB-5
TAG-4511,Ld Suv 4X4,Gasoline,OH,GL,leased,FSR-48,ORG-307,LOB-2
TAG-3768,Ld Pickup 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-290,LOB-5
TAG-3267,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-194,LOB-5
TAG-4436,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-1,LOB-5
TAG-1516,Ld Suv 4X4,Gasoline,ND,GL,leased,FSR-16,ORG-595,LOB-5
TAG-3086,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-576,LOB-5
TAG-2339,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-37,ORG-415,LOB-2
TAG-2825,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-624,LOB-5
TAG-3883,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-552,LOB-5
TAG-393,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-611,LOB-5
TAG-1391,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-611,LOB-5
TAG-1429,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-642,LOB-5
TAG-47,Ld Suv 4X4,Gasoline,OH,GL,leased,FSR-12,ORG-597,LOB-5
TAG-2419,Ld Suv 4X4,Gasoline,MN,GL,leased,FSR-18,ORG-79,LOB-5
TAG-703,Ld Suv 4X4,Gasoline,OH,GL,leased,FSR-12,ORG-597,LOB-5
TAG-4528,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-81,ORG-205,LOB-7
TAG-4338,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-37,ORG-308,LOB-5
TAG-4187,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-564,LOB-2
TAG-4042,Ld Suv 4X4,Gasoline,MN,GL,leased,FSR-18,ORG-50,LOB-5
TAG-2082,Ld Pickup 4X4,Gasoline,MI,GL,leased,FSR-68,ORG-221,LOB-5
TAG-3114,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-2,ORG-125,LOB-2
TAG-2331,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-2,ORG-578,LOB-5
TAG-504,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-445,LOB-5
TAG-819,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-350,LOB-5
TAG-848,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-194,LOB-5
TAG-1291,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-445,LOB-5
TAG-2192,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-350,LOB-5
TAG-349,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-350,LOB-5
TAG-2455,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-140,LOB-5
TAG-290,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-279,LOB-5
TAG-1016,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-15,LOB-2
TAG-2831,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MA,GL,leased,FSR-18,ORG-205,LOB-7
TAG-1344,Ld Suv 4X4,Gasoline,MA,GL,leased,FSR-18,ORG-205,LOB-7
TAG-2991,Ld Suv 4X4,Gasoline,IN,GL,leased,FSR-79,ORG-278,LOB-5
TAG-998,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-1,LOB-5
TAG-4253,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-2,ORG-611,LOB-5
TAG-1616,Ld Suv 4X4,Gasoline,IN,GL,leased,FSR-34,ORG-204,LOB-5
TAG-885,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-2,ORG-611,LOB-5
TAG-2213,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-232,LOB-5
TAG-3951,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-37,ORG-554,LOB-5
TAG-3410,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-37,ORG-554,LOB-5
TAG-184,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-37,ORG-554,LOB-5
TAG-1574,Ld Suv 4X4,Ethanol / Unleaded Gasoline,SD,GL,leased,FSR-99,ORG-302,LOB-2
TAG-4078,Ld Suv 4X4,Gasoline,MN,GL,leased,FSR-18,ORG-74,LOB-5
TAG-2473,Ld Suv 4X4,Gasoline,MN,GL,leased,FSR-18,ORG-74,LOB-5
TAG-4514,Ld Suv 4X4,Gasoline,IN,GL,leased,FSR-81,ORG-354,LOB-2
TAG-3126,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-290,LOB-5
TAG-175,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-290,LOB-5
TAG-1807,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MN,GL,leased,FSR-18,ORG-434,LOB-5
TAG-4308,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-140,LOB-5
TAG-1124,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-2,ORG-125,LOB-2
TAG-2544,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-295,LOB-1
TAG-4241,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-350,LOB-5
TAG-1568,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-552,LOB-5
TAG-3553,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-25,LOB-5
TAG-4358,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-107,LOB-5
TAG-2065,Ld Suv 4X4,Gasoline,MI,GL,leased,FSR-98,ORG-107,LOB-5
TAG-2583,Ld Suv 4X4,Gasoline,IL,GL,leased,FSR-27,ORG-1,LOB-5
TAG-3570,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-601,LOB-5
TAG-276,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-107,LOB-5
TAG-1644,Ld Suv 4X4,Gasoline,IN,GL,leased,FSR-81,ORG-620,LOB-5
TAG-4036,Ld Van 4X4 (Cargo),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-107,LOB-5
TAG-3242,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-34,LOB-2
TAG-4255,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-384,LOB-5
TAG-3456,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-601,LOB-5
TAG-4144,Ld Van 4X4 (Cargo),Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-12,ORG-107,LOB-5
TAG-149,Ld Suv 4X4,Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-400,LOB-5
TAG-3037,Ld Pickup 4X4,Gasoline Hybrid Electric,ND,GL,leased,FSR-16,ORG-595,LOB-5
TAG-4368,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-601,LOB-5
TAG-2587,Ld Pickup 4X4,Gasoline,OH,GL,leased,FSR-48,ORG-202,LOB-5
TAG-3718,Ld Van 4X4 (Passenger),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-287,LOB-5
TAG-1526,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-601,LOB-5
TAG-2355,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-202,LOB-5
TAG-1938,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,GL,leased,FSR-12,ORG-397,LOB-5
TAG-1239,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,GL,leased,FSR-12,ORG-397,LOB-5
TAG-294,Ld Suv 4X4,Gasoline,TX,GL,leased,FSR-93,ORG-397,LOB-5
TAG-3198,Ld Suv 4X4,Gasoline,IN,GL,leased,NA,ORG-530,LOB-5
TAG-4224,Ld Van 4X4 (Cargo),Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-624,LOB-5
TAG-2981,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,GL,leased,FSR-93,ORG-397,LOB-5
TAG-342,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,GL,leased,FSR-93,ORG-414,LOB-5
TAG-807,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,GL,leased,FSR-12,ORG-397,LOB-5
TAG-4161,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,OH,GL,leased,FSR-48,ORG-215,LOB-5
TAG-4001,Ld Suv 4X4,Gasoline,OH,GL,leased,FSR-12,ORG-541,LOB-5
TAG-1219,Ld Suv 4X4,Gasoline,OH,GL,leased,FSR-12,ORG-107,LOB-5
TAG-2948,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-12,ORG-597,LOB-5
TAG-1668,Ld Suv 4X4,Ethanol / Unleaded Gasoline,SD,GL,leased,FSR-99,ORG-536,LOB-5
TAG-2563,Ld Suv 4X4,Ethanol / Unleaded Gasoline,ND,GL,leased,FSR-16,ORG-595,LOB-5
TAG-3923,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MN,GL,leased,FSR-18,ORG-432,LOB-2
TAG-2593,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,MN,GL,leased,FSR-18,ORG-517,LOB-5
TAG-541,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,MN,GL,leased,FSR-18,ORG-74,LOB-5
TAG-4278,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,MN,GL,leased,FSR-18,ORG-74,LOB-5
TAG-3540,Ld Suv 4X4,Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-18,ORG-74,LOB-5
TAG-3314,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-37,ORG-554,LOB-5
TAG-1910,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-37,ORG-554,LOB-5
TAG-809,Ld Suv 4X4,Gasoline,WI,GL,leased,FSR-51,ORG-510,LOB-5
TAG-1521,Ld Suv 4X4,Gasoline,WI,GL,leased,FSR-68,ORG-136,LOB-5
TAG-721,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-34,ORG-204,LOB-5
TAG-969,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,GL,leased,FSR-12,ORG-397,LOB-5
TAG-355,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,GL,leased,FSR-12,ORG-397,LOB-5
TAG-989,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-384,LOB-5
TAG-3760,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-384,LOB-5
TAG-3333,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-27,ORG-384,LOB-5
TAG-1328,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MI,GL,leased,FSR-98,ORG-232,LOB-5
TAG-2622,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-620,LOB-5
TAG-716,Ld Suv 4X4,Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-51,ORG-224,LOB-2
TAG-2307,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IL,GL,leased,FSR-68,ORG-642,LOB-5
TAG-2499,Ld Suv 4X4,Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-400,LOB-5
TAG-2243,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-136,LOB-5
TAG-1177,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-136,LOB-5
TAG-4474,Ld Suv 4X4,Ethanol / Unleaded Gasoline,WI,GL,leased,FSR-68,ORG-136,LOB-5
TAG-1247,Ld Van 4X4 (Cargo),Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-34,ORG-204,LOB-5
TAG-2738,Ld Van 4X4 (Cargo),Ethanol / Unleaded Gasoline,IN,GL,leased,FSR-81,ORG-17,LOB-5
