tag_node,vehicle_type,fuel_type,garage_state,region,ownership,fsr_node,exp_node,lob_node
TAG-3530,Ld Minivan 4X2 (Passenger),Gasoline,TX,SW,leased,FSR-53,ORG-128,LOB-5
TAG-1717,Ld Suv 4X2,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-14,ORG-315,LOB-5
TAG-3403,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-312,LOB-5
TAG-3248,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-312,LOB-5
TAG-933,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-4451,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-53,ORG-312,LOB-5
TAG-3276,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-53,ORG-312,LOB-5
TAG-2064,Ld Suv 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-379,LOB-5
TAG-4035,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-44,ORG-436,LOB-5
TAG-942,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-44,ORG-436,LOB-5
TAG-3874,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-74,ORG-375,LOB-5
TAG-4232,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-298,LOB-5
TAG-4020,Ld Suv 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-264,LOB-5
TAG-2325,Ld Suv 4X2,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-14,ORG-315,LOB-5
TAG-3785,Ld Minivan 4X2 (Cargo),Gasoline,TX,SW,leased,FSR-73,ORG-115,LOB-5
TAG-2458,Ld Suv 4X2,Gasoline,LA,SW,leased,FSR-74,ORG-375,LOB-5
TAG-3684,Ld Suv 4X2,Gasoline,LA,SW,leased,FSR-74,ORG-375,LOB-5
TAG-678,Ld Suv 4X2,Gasoline,OK,SW,leased,FSR-40,ORG-499,LOB-7
TAG-538,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-54,ORG-450,LOB-5
TAG-3711,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-82,ORG-462,LOB-5
TAG-1499,NA,Gasoline Hybrid Electric,OK,SW,leased,FSR-40,ORG-319,LOB-5
TAG-1464,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-641,LOB-5
TAG-2506,Ld Van 4X2 (Passenger),Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-90,LOB-5
TAG-1778,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-52,ORG-477,LOB-5
TAG-2310,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-449,LOB-5
TAG-2853,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-80,ORG-376,LOB-5
TAG-4120,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-54,ORG-450,LOB-5
TAG-2744,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-319,LOB-5
TAG-1276,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-73,ORG-115,LOB-5
TAG-4409,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-265,LOB-5
TAG-493,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-436,LOB-5
TAG-1194,Ld Pickup 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-379,LOB-5
TAG-378,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-169,LOB-5
TAG-687,Ld Suv 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-379,LOB-5
TAG-658,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-64,ORG-168,LOB-5
TAG-3057,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-52,ORG-477,LOB-5
TAG-1662,Ld Pickup 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-323,LOB-5
TAG-1903,Ld Suv 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-82,ORG-178,LOB-5
TAG-3159,Ld Pickup 4X2,Gasoline,LA,SW,leased,FSR-74,ORG-375,LOB-5
TAG-1431,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-77,LOB-5
TAG-4256,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-3506,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-80,ORG-376,LOB-5
TAG-774,Ld Suv 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-169,LOB-5
TAG-1766,Ld Suv 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-169,LOB-5
TAG-3593,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-53,ORG-421,LOB-5
TAG-786,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-4174,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-139,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-73,ORG-115,LOB-5
TAG-3418,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-4342,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-1315,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-90,LOB-5
TAG-1735,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-90,LOB-5
TAG-2760,Ld Suv 4X2,Gasoline Hybrid Electric,TX,SW,leased,FSR-73,ORG-138,LOB-5
TAG-3093,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-319,LOB-5
TAG-2103,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-4056,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-3420,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-3561,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-17,ORG-225,LOB-5
TAG-949,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-538,LOB-5
TAG-2256,Ld Pickup 4X2,Gasoline,TX,SW,leased,FSR-80,ORG-376,LOB-5
TAG-2762,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-95,ORG-379,LOB-5
TAG-443,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-14,ORG-315,LOB-5
TAG-4387,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-52,ORG-477,LOB-5
TAG-3634,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-64,ORG-644,LOB-5
TAG-4343,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-2211,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-1878,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-54,ORG-248,LOB-5
TAG-3609,Ld Pickup 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-9,LOB-5
TAG-4101,Ld Pickup 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-265,LOB-5
TAG-3531,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-2087,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-80,ORG-360,LOB-5
TAG-409,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-64,ORG-639,LOB-5
TAG-2865,Ld Pickup 4X2,Gasoline,TX,SW,leased,FSR-80,ORG-360,LOB-5
TAG-1801,Ld Suv 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-1149,Ld Suv 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-296,LOB-5
TAG-4420,Ld Suv 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-622,LOB-2
TAG-2778,Ld Pickup 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-1206,Ld Pickup 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-642,Ld Pickup 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-9,Ld Pickup 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-264,LOB-5
TAG-3150,Ld Pickup 4X2,Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-2815,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-296,LOB-5
TAG-68,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-82,ORG-178,LOB-5
TAG-2719,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-80,ORG-360,LOB-5
TAG-1671,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-17,ORG-373,LOB-5
TAG-446,Ld Pickup 4X2,Gasoline,TX,SW,leased,FSR-44,ORG-436,LOB-5
TAG-3877,Ld Pickup 4X2,Gasoline,TX,SW,leased,FSR-80,ORG-360,LOB-5
TAG-3411,Ld Pickup 4X2,Gasoline,AR,SW,leased,FSR-44,ORG-436,LOB-5
TAG-3681,Md Other,Diesel,LA,SW,leased,FSR-95,ORG-264,LOB-5
TAG-1555,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-57,ORG-56,LOB-5
TAG-35,Md Other,Gasoline,TX,SW,leased,FSR-82,ORG-178,LOB-5
TAG-2751,Md Other,Gasoline,LA,SW,leased,FSR-95,ORG-379,LOB-5
TAG-1569,Md Other,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-1838,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-151,LOB-5
TAG-2840,Md Pickup,Biodiesel B20,TX,SW,leased,FSR-44,ORG-296,LOB-5
TAG-3744,Md Pickup,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-95,ORG-379,LOB-5
TAG-764,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-449,LOB-5
TAG-2084,Md Other,Gasoline,TX,SW,leased,FSR-54,ORG-248,LOB-5
TAG-2044,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-57,ORG-56,LOB-5
TAG-1963,Md Van (Cargo),Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-14,ORG-333,LOB-5
TAG-2982,Md Van (Cargo),Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-14,ORG-315,LOB-5
TAG-4382,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-54,ORG-450,LOB-5
TAG-692,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-312,LOB-5
TAG-2909,Md Pickup,Diesel,TX,SW,leased,FSR-53,ORG-449,LOB-5
TAG-2318,Md Other,Diesel,LA,SW,leased,FSR-95,ORG-264,LOB-5
TAG-811,Md Other,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-4184,Md Van (Cargo),Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-1709,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-90,LOB-5
TAG-841,Md Pickup,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-1908,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-265,LOB-5
TAG-1800,Md Pickup,Gasoline,NM,SW,leased,FSR-64,ORG-639,LOB-5
TAG-3302,Md Other,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-14,ORG-267,LOB-5
TAG-2137,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-54,ORG-450,LOB-5
TAG-159,Md Other,Gasoline,TX,SW,leased,FSR-54,ORG-450,LOB-5
TAG-2564,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-73,ORG-138,LOB-5
TAG-4098,Md Other,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-74,ORG-173,LOB-5
TAG-439,Md Other,Gasoline,TX,SW,leased,FSR-53,ORG-312,LOB-5
TAG-4379,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-57,ORG-258,LOB-5
TAG-3137,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-449,LOB-5
TAG-3145,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-449,LOB-5
TAG-2209,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-449,LOB-5
TAG-1871,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-73,ORG-138,LOB-5
TAG-3437,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-73,ORG-138,LOB-5
TAG-2093,Md Other,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-64,ORG-639,LOB-5
TAG-2860,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-265,LOB-5
TAG-3943,Md Other,Gasoline,OK,SW,leased,FSR-14,ORG-267,LOB-5
TAG-1655,Md Other,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-44,ORG-436,LOB-5
TAG-779,Md Other,Gasoline,TX,SW,leased,FSR-44,ORG-436,LOB-5
TAG-792,Md Other,Diesel,TX,SW,leased,FSR-44,ORG-265,LOB-5
TAG-2641,Md Pickup,Diesel,TX,SW,leased,FSR-53,ORG-449,LOB-5
TAG-1003,Md Other,Gasoline,TX,SW,leased,FSR-44,ORG-169,LOB-5
TAG-1858,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-73,ORG-138,LOB-5
TAG-2012,Md Other,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-2686,Md Other,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-64,ORG-639,LOB-5
TAG-2242,Md Pickup,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-44,ORG-436,LOB-5
TAG-3777,Md Other,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-14,ORG-267,LOB-5
TAG-2199,Md Other,Gasoline,LA,SW,leased,FSR-95,ORG-379,LOB-5
TAG-4399,Md Other,Gasoline,KS,SW,leased,FSR-14,ORG-267,LOB-5
TAG-3732,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-57,ORG-56,LOB-5
TAG-2049,Md Other,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-4366,Md Other,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-2894,Md Other,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-64,ORG-639,LOB-5
TAG-1567,Md Other,Gasoline,TX,SW,leased,FSR-73,ORG-115,LOB-5
TAG-4153,Md Pickup,Gasoline,TX,SW,leased,FSR-73,ORG-138,LOB-5
TAG-2221,Md Other,Gasoline,LA,SW,leased,FSR-52,ORG-477,LOB-5
TAG-234,Md Other,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-629,LOB-4
TAG-3341,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-80,ORG-360,LOB-5
TAG-225,Md Other,Gasoline,LA,SW,leased,FSR-74,ORG-375,LOB-5
TAG-370,Md Other,Gasoline,LA,SW,leased,FSR-74,ORG-375,LOB-5
TAG-340,Md Other,Gasoline,TX,SW,leased,FSR-82,ORG-178,LOB-5
TAG-4037,Md Other,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-14,ORG-315,LOB-5
TAG-80,Md Other,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-319,LOB-5
TAG-929,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-312,LOB-5
TAG-1240,Md Other,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-64,ORG-639,LOB-5
TAG-1137,Md Other,Gasoline,OK,SW,leased,FSR-40,ORG-319,LOB-5
TAG-1781,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-137,LOB-5
TAG-3695,Md Other,Gasoline,TX,SW,leased,FSR-53,ORG-449,LOB-5
TAG-593,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-90,LOB-5
TAG-2898,Md Other,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-1535,Md Other,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-3166,Md Other,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
TAG-2480,Md Other,Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-243,Md Other,Gasoline,TX,SW,leased,FSR-73,ORG-115,LOB-5
TAG-693,Md Other,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-57,ORG-258,LOB-5
TAG-1544,Md Pickup,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-312,LOB-5
TAG-2701,Md Other,Gasoline,LA,SW,leased,FSR-52,ORG-477,LOB-5
TAG-4546,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-57,ORG-6,LOB-2
TAG-1364,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-128,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-1666,Ld Pickup 4X4,Diesel,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-3455,Ld Suv 4X4,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-14,ORG-315,LOB-5
TAG-3596,Ld Pickup 4X4,Gasoline,NM,SW,leased,FSR-17,ORG-87,LOB-5
TAG-2008,Ld Suv 4X4,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-14,ORG-315,LOB-5
TAG-208,Ld Suv 4X4,Gasoline Hybrid Electric,TX,SW,leased,FSR-73,ORG-138,LOB-5
TAG-1440,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-641,LOB-5
TAG-2291,Ld Suv 4X4,Gasoline,OK,SW,leased,FSR-14,ORG-267,LOB-5
TAG-2756,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-57,ORG-258,LOB-5
TAG-1880,Ld Suv 4X4,Gasoline,MN,SW,leased,FSR-18,ORG-171,LOB-7
TAG-4355,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-64,ORG-644,LOB-5
TAG-2406,Ld Suv 4X4,Gasoline,AR,SW,leased,FSR-14,ORG-315,LOB-5
TAG-2080,Ld Suv 4X4,Gasoline,AR,SW,leased,FSR-14,ORG-315,LOB-5
TAG-4422,Ld Suv 4X4,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-74,ORG-173,LOB-5
TAG-3636,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-319,LOB-5
TAG-584,Ld Suv 4X4,Gasoline,AR,SW,leased,FSR-44,ORG-436,LOB-5
TAG-187,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-73,ORG-115,LOB-5
TAG-2111,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-44,ORG-506,LOB-2
TAG-3901,Ld Suv 4X4,Gasoline,OK,SW,leased,FSR-14,ORG-267,LOB-5
TAG-3247,Ld Pickup 4X4,Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-1853,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-57,ORG-258,LOB-5
TAG-4139,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-641,LOB-5
TAG-3110,Ld Suv 4X4,Gasoline,NM,SW,leased,FSR-17,ORG-8,LOB-5
TAG-1337,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-82,ORG-532,LOB-2
TAG-1313,Ld Suv 4X4,Gasoline,LA,SW,leased,FSR-52,ORG-477,LOB-5
TAG-1970,Ld Suv 4X4,Gasoline,AR,SW,leased,FSR-74,ORG-333,LOB-5
TAG-2275,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-437,LOB-2
TAG-4134,Ld Suv 4X4,Ethanol / Unleaded Gasoline,UT,SW,leased,FSR-17,ORG-87,LOB-5
TAG-2425,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-74,ORG-173,LOB-5
TAG-1848,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-73,ORG-138,LOB-5
TAG-111,Ld Pickup 4X4,Gasoline,TX,SW,leased,FSR-53,ORG-298,LOB-5
TAG-3641,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-14,ORG-267,LOB-5
TAG-4105,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-82,ORG-462,LOB-5
TAG-2955,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-17,ORG-8,LOB-5
TAG-3450,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-82,ORG-462,LOB-5
TAG-262,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-14,ORG-267,LOB-5
TAG-3370,Ld Suv 4X4,Gasoline,NM,SW,leased,FSR-17,ORG-281,LOB-2
TAG-353,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-82,ORG-178,LOB-5
TAG-3976,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-64,ORG-168,LOB-5
TAG-2557,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-64,ORG-168,LOB-5
TAG-3221,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-64,ORG-644,LOB-5
TAG-606,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-53,LOB-2
TAG-4472,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-64,ORG-168,LOB-5
TAG-2268,Ld Suv 4X4,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-17,ORG-132,LOB-5
TAG-2628,Ld Suv 4X4,Gasoline,CA,SW,leased,FSR-17,ORG-87,LOB-5
TAG-1742,Ld Suv 4X4,Gasoline,OK,SW,leased,FSR-14,ORG-267,LOB-5
TAG-1486,Ld Suv 4X4,Gasoline,LA,SW,leased,FSR-95,ORG-264,LOB-5
TAG-3737,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-444,LOB-5
TAG-1996,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-44,ORG-169,LOB-5
TAG-1418,Ld Pickup 4X4,Gasoline,TX,SW,leased,FSR-44,ORG-137,LOB-5
TAG-3012,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-151,LOB-5
TAG-1849,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-151,LOB-5
TAG-4450,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-40,ORG-335,LOB-5
TAG-3165,Ld Suv 4X4,Ethanol / Unleaded Gasoline,OK,SW,leased,FSR-14,ORG-267,LOB-5
TAG-1087,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-74,ORG-173,LOB-5
TAG-1413,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-53,ORG-128,LOB-5
TAG-3512,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-17,ORG-8,LOB-5
TAG-1341,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,NM,SW,leased,FSR-17,ORG-225,LOB-5
TAG-3603,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-64,ORG-168,LOB-5
TAG-4226,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-64,ORG-644,LOB-5
TAG-1758,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-169,LOB-5
TAG-4372,Ld Suv 4X4,Gasoline,CA,SW,leased,FSR-17,ORG-87,LOB-5
TAG-1883,Ld Suv 4X4,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-74,ORG-173,LOB-5
TAG-410,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-82,ORG-462,LOB-5
TAG-2255,Ld Suv 4X4,Gasoline,NM,SW,leased,FSR-17,ORG-8,LOB-5
TAG-2088,Ld Pickup 4X4,Gasoline,TX,SW,leased,FSR-57,ORG-56,LOB-5
TAG-2880,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-90,LOB-5
TAG-2436,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-169,LOB-5
TAG-4317,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-169,LOB-5
TAG-912,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TX,SW,leased,FSR-44,ORG-641,LOB-5
TAG-3193,Ld Suv 4X4,Gasoline,NM,SW,leased,FSR-17,ORG-87,LOB-5
TAG-2338,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-74,ORG-173,LOB-5
TAG-2203,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-64,ORG-644,LOB-5
TAG-4029,Ld Suv 4X4,Gasoline,TX,SW,leased,FSR-64,ORG-644,LOB-5
TAG-3020,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,AR,SW,leased,FSR-74,ORG-173,LOB-5
TAG-932,Ld Suv 4X4,Gasoline,NM,SW,leased,FSR-17,ORG-132,LOB-5
TAG-3268,Ld Suv 4X4,Gasoline,NM,SW,leased,FSR-17,ORG-132,LOB-5
TAG-4200,Ld Suv 4X4,Gasoline,NM,SW,leased,FSR-17,ORG-132,LOB-5
TAG-3257,Ld Pickup 4X4,Gasoline,TX,SW,leased,FSR-82,ORG-178,LOB-5
TAG-1081,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,LA,SW,leased,FSR-95,ORG-59,LOB-5
